Make,Model,Year,Engine Fuel Type,EngineHP,EngineCylinders,Transmission Type,Driven_Wheels,Number of Doors,Market Category,Vehicle Size,Vehicle Style,highwayMPG,citympg,Popularity,MSRP,Popular
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,19,14,1385,3321,NotPopular
Chevrolet,C/K 1500 Series,1998,regular unleaded,230,8,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,18,13,1385,3342,NotPopular
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,19,14,1385,3025,NotPopular
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,2653,NotPopular
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,21,16,1385,2740,NotPopular
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,2639,NotPopular
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,19,14,1385,3067,NotPopular
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,2817,NotPopular
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,19,14,1385,3350,NotPopular
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,four wheel drive,2,N/A,Large,Regular Cab Pickup,19,14,1385,3282,NotPopular
Chevrolet,C/K 1500 Series,1998,regular unleaded,200,6,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,21,16,1385,2430,NotPopular
Chevrolet,C/K 1500 Series,1999,regular unleaded,230,8,AUTOMATIC,rear wheel drive,3,N/A,Large,Extended Cab Pickup,17,13,1385,3696,NotPopular
Chevrolet,C/K 1500 Series,1999,regular unleaded,230,8,AUTOMATIC,four wheel drive,3,N/A,Large,Extended Cab Pickup,17,13,1385,4098,NotPopular
Chevrolet,C/K 2500 Series,1998,regular unleaded,230,8,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,17,13,1385,2949,NotPopular
Chevrolet,C/K 2500 Series,1998,regular unleaded,230,8,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,17,13,1385,3345,NotPopular
Chevrolet,C/K 2500 Series,1998,regular unleaded,230,8,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,17,13,1385,3034,NotPopular
Chevrolet,C/K 2500 Series,1998,regular unleaded,230,8,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,17,13,1385,2697,NotPopular
Chevrolet,C/K 2500 Series,1998,regular unleaded,255,8,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,18,12,1385,3360,NotPopular
Chevrolet,C/K 2500 Series,1998,regular unleaded,255,8,MANUAL,rear wheel drive,2,N/A,Large,Extended Cab Pickup,18,12,1385,3068,NotPopular
Chevrolet,C/K 2500 Series,1998,regular unleaded,255,8,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,18,12,1385,3090,NotPopular
Chevrolet,C/K 2500 Series,1998,regular unleaded,255,8,MANUAL,rear wheel drive,2,N/A,Large,Regular Cab Pickup,18,12,1385,2847,NotPopular
Mercedes-Benz,CL-Class,2012,premium unleaded (required),621,12,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Large,Coupe,18,12,617,211000,NotPopular
Mercedes-Benz,CL-Class,2012,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Large,Coupe,18,12,617,158700,NotPopular
Mercedes-Benz,CL-Class,2012,premium unleaded (required),429,8,AUTOMATIC,all wheel drive,2,"Luxury,High-Performance",Large,Coupe,24,15,617,114100,NotPopular
Mercedes-Benz,CL-Class,2012,premium unleaded (required),536,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Large,Coupe,22,15,617,151500,NotPopular
Mercedes-Benz,CL-Class,2013,premium unleaded (required),621,12,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Large,Coupe,18,12,617,213200,NotPopular
Mercedes-Benz,CL-Class,2013,premium unleaded (required),536,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Large,Coupe,22,15,617,153000,NotPopular
Mercedes-Benz,CL-Class,2013,premium unleaded (required),429,8,AUTOMATIC,all wheel drive,2,"Luxury,High-Performance",Large,Coupe,24,15,617,115300,NotPopular
Mercedes-Benz,CL-Class,2013,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Large,Coupe,18,12,617,160300,NotPopular
Mercedes-Benz,CL-Class,2014,premium unleaded (required),621,12,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Large,Coupe,18,12,617,215500,NotPopular
Mercedes-Benz,CL-Class,2014,premium unleaded (required),429,8,AUTOMATIC,all wheel drive,2,"Luxury,High-Performance",Large,Coupe,24,15,617,116600,NotPopular
Mercedes-Benz,CL-Class,2014,premium unleaded (required),510,12,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Large,Coupe,18,12,617,162000,NotPopular
Mercedes-Benz,CL-Class,2014,premium unleaded (required),536,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Large,Coupe,22,15,617,154600,NotPopular
Mercedes-Benz,CLA-Class,2015,premium unleaded (required),208,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,38,26,617,31500,NotPopular
Mercedes-Benz,CLA-Class,2015,premium unleaded (required),208,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Midsize,Sedan,32,24,617,33500,NotPopular
Mercedes-Benz,CLA-Class,2015,premium unleaded (required),355,4,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,31,23,617,48500,NotPopular
Mercedes-Benz,CLA-Class,2016,premium unleaded (required),208,4,AUTOMATED_MANUAL,front wheel drive,4,Luxury,Midsize,Sedan,38,26,617,32050,NotPopular
Mercedes-Benz,CLA-Class,2016,premium unleaded (required),375,4,AUTOMATED_MANUAL,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,31,23,617,49500,NotPopular
Mercedes-Benz,CLA-Class,2016,premium unleaded (required),208,4,AUTOMATED_MANUAL,all wheel drive,4,Luxury,Midsize,Sedan,33,24,617,34050,NotPopular
Mercedes-Benz,CLA-Class,2017,premium unleaded (required),208,4,AUTOMATIC,front wheel drive,4,Luxury,Midsize,Sedan,38,26,617,32400,NotPopular
Mercedes-Benz,CLA-Class,2017,premium unleaded (required),208,4,AUTOMATIC,all wheel drive,4,Luxury,Midsize,Sedan,32,23,617,34400,NotPopular
Mercedes-Benz,CLA-Class,2017,premium unleaded (required),375,4,AUTOMATIC,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,30,23,617,49950,NotPopular
Acura,CL,2001,premium unleaded (required),225,6,AUTOMATIC,front wheel drive,2,Luxury,Midsize,Coupe,27,17,204,29980,NotPopular
Acura,CL,2001,premium unleaded (required),225,6,AUTOMATIC,front wheel drive,2,Luxury,Midsize,Coupe,27,17,204,27980,NotPopular
Acura,CL,2002,premium unleaded (required),225,6,AUTOMATIC,front wheel drive,2,Luxury,Midsize,Coupe,27,17,204,28030,NotPopular
Acura,CL,2002,premium unleaded (required),225,6,AUTOMATIC,front wheel drive,2,Luxury,Midsize,Coupe,27,17,204,30030,NotPopular
Acura,CL,2003,premium unleaded (required),260,6,MANUAL,front wheel drive,2,"Factory Tuner,Luxury,Performance",Midsize,Coupe,26,17,204,32700,NotPopular
Acura,CL,2003,premium unleaded (required),260,6,AUTOMATIC,front wheel drive,2,"Factory Tuner,Luxury,Performance",Midsize,Coupe,27,17,204,30550,NotPopular
Acura,CL,2003,premium unleaded (required),225,6,AUTOMATIC,front wheel drive,2,Luxury,Midsize,Coupe,27,17,204,30350,NotPopular
Acura,CL,2003,premium unleaded (required),225,6,AUTOMATIC,front wheel drive,2,Luxury,Midsize,Coupe,27,17,204,28200,NotPopular
Acura,CL,2003,premium unleaded (required),260,6,MANUAL,front wheel drive,2,"Factory Tuner,Luxury,Performance",Midsize,Coupe,26,17,204,30550,NotPopular
Chevrolet,Classic,2004,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,31,22,1385,19505,NotPopular
Chevrolet,Classic,2005,regular unleaded,140,4,AUTOMATIC,front wheel drive,4,N/A,Midsize,Sedan,31,22,1385,19690,NotPopular
Mercedes-Benz,CLK-Class,2007,premium unleaded (required),268,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,25,17,617,54200,NotPopular
Mercedes-Benz,CLK-Class,2007,premium unleaded (required),475,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,18,12,617,89200,NotPopular
Mercedes-Benz,CLK-Class,2007,premium unleaded (required),268,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Coupe,25,17,617,46200,NotPopular
Mercedes-Benz,CLK-Class,2007,premium unleaded (required),382,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,22,15,617,62900,NotPopular
Mercedes-Benz,CLK-Class,2007,premium unleaded (required),382,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,22,15,617,54900,NotPopular
Mercedes-Benz,CLK-Class,2008,premium unleaded (required),268,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Coupe,25,17,617,46450,NotPopular
Mercedes-Benz,CLK-Class,2008,premium unleaded (required),382,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Coupe,22,15,617,55150,NotPopular
Mercedes-Benz,CLK-Class,2008,premium unleaded (required),500,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Coupe,19,12,617,135000,NotPopular
Mercedes-Benz,CLK-Class,2008,premium unleaded (required),382,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Compact,Convertible,21,15,617,63200,NotPopular
Mercedes-Benz,CLK-Class,2008,premium unleaded (required),475,8,AUTOMATIC,rear wheel drive,2,"Factory Tuner,Luxury,High-Performance",Compact,Convertible,18,12,617,89500,NotPopular
Mercedes-Benz,CLK-Class,2008,premium unleaded (required),268,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Compact,Convertible,25,17,617,54500,NotPopular
Mercedes-Benz,CLK-Class,2009,premium unleaded (required),268,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Convertible,25,17,617,56100,NotPopular
Mercedes-Benz,CLK-Class,2009,premium unleaded (required),382,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Midsize,Convertible,21,15,617,64800,NotPopular
Mercedes-Benz,CLK-Class,2009,premium unleaded (required),382,8,AUTOMATIC,rear wheel drive,2,"Luxury,High-Performance",Midsize,Coupe,22,15,617,56800,NotPopular
Mercedes-Benz,CLK-Class,2009,premium unleaded (required),268,6,AUTOMATIC,rear wheel drive,2,"Luxury,Performance",Midsize,Coupe,25,17,617,48100,NotPopular
Mercedes-Benz,CLS-Class,2015,premium unleaded (required),402,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,26,17,617,73200,NotPopular
Mercedes-Benz,CLS-Class,2015,premium unleaded (required),577,8,AUTOMATIC,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,22,16,617,106550,NotPopular
Mercedes-Benz,CLS-Class,2015,premium unleaded (required),329,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,30,20,617,65990,NotPopular
Mercedes-Benz,CLS-Class,2015,premium unleaded (required),329,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,28,20,617,68490,NotPopular
Mercedes-Benz,CLS-Class,2015,premium unleaded (required),402,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,24,17,617,75700,NotPopular
Mercedes-Benz,CLS-Class,2016,premium unleaded (required),329,6,AUTOMATIC,rear wheel drive,4,"Luxury,Performance",Midsize,Sedan,30,20,617,66900,NotPopular
Mercedes-Benz,CLS-Class,2016,premium unleaded (required),329,6,AUTOMATIC,all wheel drive,4,"Luxury,Performance",Midsize,Sedan,26,19,617,69400,NotPopular
Mercedes-Benz,CLS-Class,2016,premium unleaded (required),577,8,AUTOMATIC,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,22,16,617,107800,NotPopular
Mercedes-Benz,CLS-Class,2016,premium unleaded (required),402,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,25,17,617,76600,NotPopular
Mercedes-Benz,CLS-Class,2016,premium unleaded (required),402,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,26,17,617,74100,NotPopular
Mercedes-Benz,CLS-Class,2017,premium unleaded (required),402,8,AUTOMATIC,rear wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,26,18,617,74850,NotPopular
Mercedes-Benz,CLS-Class,2017,premium unleaded (required),402,8,AUTOMATIC,all wheel drive,4,"Luxury,High-Performance",Midsize,Sedan,25,17,617,77350,NotPopular
Mercedes-Benz,CLS-Class,2017,premium unleaded (required),577,8,AUTOMATIC,all wheel drive,4,"Factory Tuner,Luxury,High-Performance",Midsize,Sedan,22,16,617,108900,NotPopular
Chevrolet,Cobalt,2008,regular unleaded,148,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,33,24,1385,14410,NotPopular
Chevrolet,Cobalt,2008,regular unleaded,148,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,33,24,1385,15120,NotPopular
Chevrolet,Cobalt,2008,premium unleaded (recommended),260,4,MANUAL,front wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,30,22,1385,22335,NotPopular
Chevrolet,Cobalt,2008,regular unleaded,148,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,33,24,1385,14410,NotPopular
Chevrolet,Cobalt,2008,regular unleaded,173,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,32,22,1385,19695,NotPopular
Chevrolet,Cobalt,2008,regular unleaded,148,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,33,24,1385,15120,NotPopular
Chevrolet,Cobalt,2008,regular unleaded,173,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,32,22,1385,19695,NotPopular
Chevrolet,Cobalt,2009,regular unleaded,155,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,35,25,1385,16460,NotPopular
Chevrolet,Cobalt,2009,regular unleaded,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,35,25,1385,15660,NotPopular
Chevrolet,Cobalt,2009,premium unleaded (recommended),260,4,MANUAL,front wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,30,22,1385,23425,NotPopular
Chevrolet,Cobalt,2009,regular unleaded,155,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,35,25,1385,15660,NotPopular
Chevrolet,Cobalt,2009,premium unleaded (recommended),260,4,MANUAL,front wheel drive,4,"Factory Tuner,Performance",Compact,Sedan,30,22,1385,23425,NotPopular
Chevrolet,Cobalt,2009,regular unleaded,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,37,25,1385,14990,NotPopular
Chevrolet,Cobalt,2009,regular unleaded,155,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,37,25,1385,14990,NotPopular
Chevrolet,Cobalt,2009,regular unleaded,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,35,25,1385,16460,NotPopular
Chevrolet,Cobalt,2010,regular unleaded,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,37,25,1385,15670,NotPopular
Chevrolet,Cobalt,2010,premium unleaded (recommended),260,4,MANUAL,front wheel drive,2,"Factory Tuner,High-Performance",Compact,Coupe,30,22,1385,24535,NotPopular
Chevrolet,Cobalt,2010,regular unleaded,155,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,37,25,1385,14990,NotPopular
Chevrolet,Cobalt,2010,regular unleaded,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,37,25,1385,16470,NotPopular
Chevrolet,Cobalt,2010,regular unleaded,155,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,37,25,1385,14990,NotPopular
Chevrolet,Cobalt,2010,regular unleaded,155,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,37,25,1385,16470,NotPopular
Chevrolet,Cobalt,2010,regular unleaded,155,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,37,25,1385,15670,NotPopular
Chevrolet,Colorado,2012,regular unleaded,300,8,AUTOMATIC,rear wheel drive,4,Performance,Compact,Crew Cab Pickup,20,14,1385,28340,NotPopular
Chevrolet,Colorado,2012,regular unleaded,242,5,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,23,17,1385,29480,NotPopular
Chevrolet,Colorado,2012,regular unleaded,185,4,MANUAL,four wheel drive,4,N/A,Compact,Extended Cab Pickup,24,18,1385,23030,NotPopular
Chevrolet,Colorado,2012,regular unleaded,185,4,MANUAL,four wheel drive,2,N/A,Compact,Regular Cab Pickup,24,18,1385,20980,NotPopular
Chevrolet,Colorado,2012,regular unleaded,242,5,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,21,16,1385,30320,NotPopular
Chevrolet,Colorado,2012,regular unleaded,242,5,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,23,17,1385,26160,NotPopular
Chevrolet,Colorado,2012,regular unleaded,242,5,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,23,17,1385,27490,NotPopular
Chevrolet,Colorado,2012,regular unleaded,185,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,25,18,1385,22955,NotPopular
Chevrolet,Colorado,2012,regular unleaded,185,4,MANUAL,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,25,18,1385,19730,NotPopular
Chevrolet,Colorado,2012,regular unleaded,185,4,AUTOMATIC,four wheel drive,2,N/A,Compact,Regular Cab Pickup,23,17,1385,24440,NotPopular
Chevrolet,Colorado,2012,regular unleaded,185,4,MANUAL,rear wheel drive,2,N/A,Compact,Regular Cab Pickup,25,18,1385,17475,NotPopular
Chevrolet,Colorado,2012,regular unleaded,185,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,25,18,1385,24285,NotPopular
Chevrolet,Colorado,2012,regular unleaded,185,4,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,23,17,1385,26620,NotPopular
Chevrolet,Colorado,2012,regular unleaded,185,4,AUTOMATIC,rear wheel drive,2,N/A,Compact,Regular Cab Pickup,25,18,1385,20370,NotPopular
Chevrolet,Colorado,2012,regular unleaded,300,8,AUTOMATIC,rear wheel drive,4,Performance,Compact,Extended Cab Pickup,20,14,1385,27010,NotPopular
Chevrolet,Colorado,2012,regular unleaded,242,5,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,21,16,1385,28460,NotPopular
Chevrolet,Colorado,2015,regular unleaded,200,4,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,25,19,1385,29220,NotPopular
Chevrolet,Colorado,2015,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,27,20,1385,29550,NotPopular
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,26,18,1385,25850,NotPopular
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,26,18,1385,28630,NotPopular
Chevrolet,Colorado,2015,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,27,20,1385,27110,NotPopular
Chevrolet,Colorado,2015,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,27,20,1385,24330,NotPopular
Chevrolet,Colorado,2015,regular unleaded,200,4,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,25,19,1385,26885,NotPopular
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,24,17,1385,30005,NotPopular
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,24,17,1385,34415,NotPopular
Chevrolet,Colorado,2015,regular unleaded,200,4,MANUAL,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,26,19,1385,21775,NotPopular
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,24,17,1385,32085,NotPopular
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,N/A,Compact,Crew Cab Pickup,26,18,1385,30785,NotPopular
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,24,17,1385,32385,NotPopular
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,24,17,1385,34115,NotPopular
Chevrolet,Colorado,2015,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,27,20,1385,25170,NotPopular
Chevrolet,Colorado,2015,regular unleaded,200,4,MANUAL,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,26,19,1385,20120,NotPopular
Chevrolet,Colorado,2015,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,27,20,1385,27630,NotPopular
Chevrolet,Colorado,2015,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,N/A,Compact,Crew Cab Pickup,24,17,1385,29705,NotPopular
Chevrolet,Colorado,2015,regular unleaded,200,4,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,25,19,1385,31555,NotPopular
Chevrolet,Colorado,2016,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Diesel,Compact,Crew Cab Pickup,24,17,1385,30665,NotPopular
Chevrolet,Colorado,2016,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Diesel,Compact,Crew Cab Pickup,24,17,1385,32895,NotPopular
Chevrolet,Colorado,2016,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Diesel,Compact,Crew Cab Pickup,24,17,1385,35000,NotPopular
Chevrolet,Colorado,2016,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Diesel,Compact,Crew Cab Pickup,24,17,1385,30365,NotPopular
Chevrolet,Colorado,2016,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,27,20,1385,28515,NotPopular
Chevrolet,Colorado,2016,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Diesel,Compact,Crew Cab Pickup,24,17,1385,33195,NotPopular
Chevrolet,Colorado,2016,regular unleaded,200,4,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,25,19,1385,30030,NotPopular
Chevrolet,Colorado,2016,regular unleaded,200,4,MANUAL,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,26,19,1385,20100,NotPopular
Chevrolet,Colorado,2016,regular unleaded,200,4,AUTOMATIC,four wheel drive,4,N/A,Compact,Extended Cab Pickup,25,19,1385,32440,NotPopular
Chevrolet,Colorado,2016,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,Diesel,Compact,Crew Cab Pickup,26,18,1385,31670,NotPopular
Chevrolet,Colorado,2016,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,Diesel,Compact,Crew Cab Pickup,26,18,1385,26510,NotPopular
Chevrolet,Colorado,2016,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Diesel,Compact,Crew Cab Pickup,27,20,1385,30435,NotPopular
Chevrolet,Colorado,2016,regular unleaded,200,4,AUTOMATIC,four wheel drive,4,Diesel,Compact,Extended Cab Pickup,25,19,1385,27545,NotPopular
Chevrolet,Colorado,2016,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Diesel,Compact,Crew Cab Pickup,27,20,1385,24990,NotPopular
Chevrolet,Colorado,2016,regular unleaded,305,6,AUTOMATIC,four wheel drive,4,Diesel,Compact,Crew Cab Pickup,24,17,1385,35300,NotPopular
Chevrolet,Colorado,2016,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,Diesel,Compact,Crew Cab Pickup,27,20,1385,27920,NotPopular
Chevrolet,Colorado,2016,regular unleaded,200,4,MANUAL,rear wheel drive,4,Diesel,Compact,Extended Cab Pickup,26,19,1385,22435,NotPopular
Chevrolet,Colorado,2016,regular unleaded,200,4,AUTOMATIC,rear wheel drive,4,N/A,Compact,Extended Cab Pickup,27,20,1385,25980,NotPopular
Chevrolet,Colorado,2016,regular unleaded,305,6,AUTOMATIC,rear wheel drive,4,Diesel,Compact,Crew Cab Pickup,26,18,1385,29440,NotPopular
Dodge,Colt,1992,regular unleaded,92,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,27,1851,2000,NotPopular
Dodge,Colt,1992,regular unleaded,92,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,32,25,1851,2000,NotPopular
Dodge,Colt,1993,regular unleaded,92,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,36,28,1851,2000,NotPopular
Dodge,Colt,1993,regular unleaded,113,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,31,23,1851,2000,NotPopular
Dodge,Colt,1993,regular unleaded,92,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,36,28,1851,2000,NotPopular
Dodge,Colt,1993,regular unleaded,92,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,36,28,1851,2000,NotPopular
Dodge,Colt,1994,regular unleaded,113,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,30,23,1851,2000,NotPopular
Dodge,Colt,1994,regular unleaded,92,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,35,28,1851,2000,NotPopular
Dodge,Colt,1994,regular unleaded,113,4,MANUAL,front wheel drive,4,N/A,Compact,Sedan,30,23,1851,2000,NotPopular
Dodge,Colt,1994,regular unleaded,92,4,MANUAL,front wheel drive,2,N/A,Compact,Coupe,35,28,1851,2000,NotPopular
Plymouth,Colt,1992,regular unleaded,113,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,26,21,535,2000,NotPopular
Plymouth,Colt,1992,regular unleaded,92,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,32,25,535,2000,NotPopular
Plymouth,Colt,1992,regular unleaded,92,4,MANUAL,front wheel drive,2,Hatchback,Compact,2dr Hatchback,33,27,535,2000,NotPopular
Plymouth,Colt,1992,regular unleaded,113,4,MANUAL,front wheel drive,4,N/A,Compact,Wagon,26,21,535,2000,NotPopular
Plymouth,Colt,1992,regular unleaded,113,4,MANUAL,all wheel drive,4,N/A,Compact,Wagon,24,19,535,2000,NotPopular
